Philippines	82,353,669,774	84,736,978,727	87,826,402,660	92,191,694,324	98,366,358,824	
Poland	262,992,798,132	266,162,654,537	270,004,710,306	279,623,717,099	293,984,228,677	
Portugal	188,974,461,026	192,646,811,670	194,127,870,840	192,314,317,142	195,798,251,878	
Puerto Rico	72,478,965,487	79,617,746,426	81,029,582,145	81,996,196,606	83,440,081,770	
Qatar	30,084,361,823	31,257,094,617	33,502,142,718	34,748,395,458	41,426,516,974	
Romania	74,659,324,662	78,899,950,997	82,871,199,517	87,142,617,156	95,094,333,148	
Russian Federation	567,377,086,366	596,267,838,136	624,552,816,078	670,119,279,757	718,206,698,803	
Rwanda	1,804,157,124	1,960,558,679	2,225,440,545	2,257,739,151	2,414,570,526	
Samoa	364,031,047	389,293,950	406,204,862	424,546,957	444,182,262	
San Marino	1,168,012,513	1,233,508,542	1,236,627,401	1,284,969,708	1,344,228,019	
Sao TOme	103,268,068	106,562,250	108,682,555	116,002,766	121,278,809	
Saudi Arabia	258,609,598,363	260,025,327,629	260,358,293,914	280,299,342,735	306,238,708,063	
Senegal	6,933,511,418	7,251,129,781	7,298,610,447	7,786,393,234	8,243,514,644	
Serbia	19,424,713,892	20,394,534,308	21,845,766,151	22,810,347,181	24,873,888,218	
Seychelles	930,129,484	909,004,727	920,029,432	865,866,122	841,185,008	
Sierra Leone	1,143,174,686	1,061,548,359	1,340,402,002	1,466,163,678	1,560,255,270	
Singapore	100,380,256,750	99,424,345,537	103,611,787,327	108,207,310,094	118,540,216,014	
Sint Maarten (Dutch part)							
Slovak Republic	49,013,895,535	50,642,800,522	53,030,284,542	55,899,980,973	58,829,975,501	
Slovenia	30,461,692,313	31,360,118,885	32,563,188,784	33,488,661,701	34,946,019,745	
Solomon Islands	392,920,101	361,570,715	351,446,735	374,290,773	392,624,923	
Somalia							
South Africa	204,702,907,566	210,302,398,288	218,015,948,749	224,445,401,336	234,667,864,557	
South Sudan							
Spain	979,526,070,487	1,018,717,723,225	1,048,054,745,560	1,081,462,112,993	1,115,709,382,306	
Sri Lanka	20,090,396,639	19,779,925,100	20,564,131,186	21,785,695,912	22,971,940,404	
St. Kitts and Nevis	456,167,435	478,885,578	487,685,171	475,254,972	497,141,148	
St. Lucia	872,009,038	839,727,575	839,617,022	879,970,754	951,447,529	
St. Martin (French part)							
St. Vincent and the Grenadines	443,019,064	450,591,428	479,076,230	515,916,192	537,359,136	
Sudan	19,452,853,110	20,717,358,674	22,048,920,061	23,754,314,006	24,676,767,014	
Suriname	1,357,974,202	1,419,803,818	1,480,854,593	1,569,856,243	1,715,162,638	
Swaziland	2,328,209,675	2,355,167,498	2,397,023,645	2,450,719,228	2,521,953,902	
Sweden	341,717,395,405	347,059,840,285	354,256,394,052	362,708,031,378	378,378,940,001	
Switzerland	378,377,162,785	383,850,747,123	384,401,167,492	384,592,246,241	395,526,005,172	
Syrian Arab Republic	22,681,144,450	23,860,777,801	25,268,563,691	25,420,175,074	27,174,167,154	
Tajikistan	1,449,651,439	1,597,515,886	1,770,047,601	1,964,752,837	2,167,122,380	
Tanzania	10,060,678,389	10,664,100,660	11,428,029,221	12,214,989,201	13,171,215,003	
Thailand	137,515,491,222	140,495,815,331	147,966,783,929	158,531,575,788	168,588,935,470	
Timor-Leste	433,326,984	504,249,206	470,736,508	459,825,397	462,163,492	
Togo	2,001,173,658	1,968,618,439	1,950,464,804	2,047,098,587	2,090,477,943	
Tonga	233,999,795	242,427,945	250,709,545	256,116,210	258,649,064	
Trinidad and Tobago	10,957,013,663	11,405,664,804	12,319,670,537	14,097,835,427	15,211,564,428	
Tunisia	26,358,982,267	27,467,386,276	27,939,013,107	29,442,020,046	31,095,373,940	
Turkey	386,579,274,019	364,554,010,843	387,024,535,457	407,402,404,245	445,546,707,362	
Turkmenistan	6,320,368,378	6,594,915,418	6,611,876,244	6,828,007,144	7,169,435,312	
Turks and Caicos Islands							
Tuvalu	21,707,429	22,062,152	23,802,012	23,008,563	22,697,446	
Uganda	6,517,689,669	6,855,544,615	7,454,217,784	7,936,748,583	8,477,021,579	
Ukraine	59,536,498,012	65,013,855,829	68,394,576,332	74,823,666,508	83,877,330,155	
United Arab Emirates	139,118,374,548	141,064,758,891	144,497,508,878	157,214,071,126	172,253,855,634	
United Kingdom	2,087,472,757,675	2,143,094,196,588	2,195,648,906,209	2,290,071,474,883	2,346,267,341,719	
United States	11,552,660,007,327	11,665,527,705,809	11,874,004,439,088	12,207,433,440,941	12,669,793,717,319	
Uruguay	17,205,113,129	16,543,726,221	15,264,564,115	15,387,487,195	16,157,501,729	
Uzbekistan	10,995,014,210	11,456,804,808	11,915,077,000	12,415,510,234	13,371,504,522	
Vanuatu	377,655,016	364,480,492	345,851,097	360,699,976	375,072,986	
Venezuela, RB	128,278,574,764	132,632,652,467	120,887,172,490	111,512,009,542	131,903,772,138	
Vietnam	41,288,646,006	43,845,607,803	46,617,010,183	49,833,147,314	53,588,777,916	
Virgin Islands (U.S.)							
West Bank and Gaza	3,970,836,427	3,715,867,944	3,661,155,812	3,998,167,802	4,353,396,668	
Yemen, Rep.	13,633,617,158	14,152,191,675	14,709,113,179	15,260,322,222	15,866,568,492	
Zambia	6,167,204,441	6,495,106,581	6,787,777,019	7,259,186,360	7,769,681,028	
Zimbabwe	8,447,465,997	8,569,076,991	7,806,941,277	6,480,145,789	6,103,808,840
